,word,label
86997,writers,0
86998,jesting,0
86999,Twenty-four,0
87000,creates,0
87001,logarithms,0
87002,Bryson,0
87003,liberals,0
87004,materialism,0
87005,re-elected,0
87006,Walton,0
87007,Colorful,0
87008,Tension,0
87009,agile,0
87010,Tim,0
87011,South,0
87012,Detroit's,0
87013,B-52H,0
87014,Knowing,0
87015,Jelke,0
87016,trumpeter,0
87017,keys,0
87018,botulinum,0
87019,equipment,0
87020,opposing,1
87021,award,0
87022,fighter,0
87023,Patrol,0
87024,struggle,1
87025,barnyards,0
87026,Oriental,0
87027,deification,0
87028,Segal's,0
87029,aces,0
87030,re,0
87031,Gerald,0
87032,bloodless,1
87033,instead,0
87034,Chinese,0
87035,single-lane,0
87036,personally-owned,1
87037,many-much,0
87038,Schutz,0
87039,"55,000",1
87040,bathrobe,0
87041,Bari's,0
87042,namesake,0
87043,labors,0
87044,imposing,0
87045,Wesker,0
87046,Sentence,0
87047,funerals,0
87048,mythic,0
87049,allergic,1
87050,selecting,0
87051,Anglicanism,0
87052,widens,0
87053,amazement,0
87054,Taken,0
87055,King's,0
87056,concurs,0
87057,Engh,0
87058,Shooter,1
87059,Renville,1
87060,yielded,0
87061,Snopes,0
87062,misperceives,0
87063,puerile,0
87064,anti-Castro,0
87065,Subscribers,0
87066,offing,1
87067,Putas,0
87068,0.4,0
87069,incorporated,0
87070,Lippincott,1
87071,restlessly,1
87072,synergistic,0
87073,Athletic,0
87074,agenda,0
87075,Sokolev,0
87076,Insect,0
87077,lace-drawn,0
87078,Quiet,0
87079,victim's,0
87080,Munger,0
87081,940Y,0
87082,stashed,0
87083,rattlers,1
87084,thirteen,1
87085,lunchroom,1
87086,Philco-sponsored,0
87087,bearish,0
87088,cratered,0
87089,Stanhope,0
87090,psychic,0
87091,occupations,1
87092,propylthiouracil,0
87093,solicitousness,1
87094,proprietor,0
87095,depended,0
87096,ship-to-surface,0
87097,doggedly,1
87098,justifiably,0
87099,Gallon,1
87100,prayin',0
87101,Marc,0
87102,rods,0
87103,impose,0
87104,incertain,0
87105,cords,0
87106,gentians,0
87107,Pittsburghers,1
87108,curriculum,1
87109,art,0
87110,poet,0
87111,Newspaper,0
87112,artists,0
87113,measurements,0
87114,forefingers,0
87115,slanders,0
87116,hike,0
87117,careful,0
87118,Superintendent,0
87119,outlaws,0
87120,gloated,0
87121,furthering,0
87122,Catholic,0
87123,enforcement,0
87124,Divided,0
87125,Reyes,0
87126,skilfully,1
87127,Messrs.,1
87128,psychoanalyst,0
87129,super-charged,0
87130,Oldsmobile,0
87131,Flier,0
87132,parentage,0
87133,liberal's,0
87134,religions,0
87135,pronoun,0
87136,Asia,0
87137,proceed,1
87138,Carving,0
87139,Adenauer's,0
87140,biting,0
87141,luminescent,0
87142,Viareggio,1
87143,duel,0
87144,Cocktail,0
87145,Graft,0
87146,funeral,0
87147,matured,0
87148,Charity,0
87149,Keys,0
87150,Spurred,1
87151,English-Dutch,0
87152,amending,0
87153,preparedness,1
87154,Fifty-two,0
87155,Pacific,0
87156,Armageddon,1
87157,inductions,0
87158,Recovery,0
87159,inundated,0
87160,Anti-A,0
87161,withering,0
87162,shared,0
87163,depose,0
87164,solidifies,0
87165,Emilio,0
87166,Grahamstown,0
87167,lament,0
87168,pliable,0
87169,field-hands',0
87170,275-degrees-F,1
87171,giveaway,0
87172,awake,0
87173,deepest,1
87174,Knoxville,1
87175,oratio,0
87176,99,1
87177,blinded,0
87178,booklet,1
87179,diplomats,0
87180,Sonar,0
87181,kickbacks,0
87182,Skolman,0
87183,unwinding,0
87184,confusin',0
87185,propelling,1
87186,pounding,0
87187,wash-outs,0
87188,species-dependent,0
87189,hunch,0
87190,Iglehart,0
87191,Dane,0
87192,Mallinckrodt,1
87193,62-63,0
87194,aromatic,0
87195,Janet,0
87196,panelization,0
87197,headdress,1
87198,wry,0
87199,ventilator,0
87200,financially,1
87201,Arrange,1
87202,ambivalent,0
87203,172nd,0
87204,upriver,0
87205,fame,0
87206,Park,0
87207,Advertiser,0
87208,sluicehouse,0
87209,arisen,0
87210,Demon's,0
87211,Bertha,0
87212,guard's,0
87213,brokerage,0
87214,courses,0
87215,squad,0
87216,Rude,0
87217,knuckles,0
87218,evermounting,0
87219,prodded,1
87220,bisque,0
87221,sayin',0
87222,co-operated,0
87223,scary,0
87224,threesome,1
87225,Georgia's,0
87226,analysis,0
87227,Far,0
87228,zur,0
87229,slurped,0
87230,Scolatti,1
87231,2454,0
87232,hove,0
87233,Illustrations,1
87234,attacked,1
87235,conflicting,0
87236,Ticker,0
87237,amide,0
87238,Saran,0
87239,notches,0
87240,Lovingood,1
87241,huddling,1
87242,warnings,0
87243,gas,0
87244,Surgery,0
87245,Seabrook,1
87246,fulfillment,1
87247,piers,0
87248,spared,0
87249,Oakes,0
87250,Pitt,1
87251,Oslo,0
87252,scout,0
87253,tidied,0
87254,indium,0
87255,Corrette,1
87256,Rondo,0
87257,trademark,0
87258,More,0
87259,disaster,0
87260,borough,0
87261,curry,1
87262,Goa,0
87263,breakfast-table,0
87264,sin,0
87265,veterans',0
87266,halted,0
87267,valued,0
87268,floats,0
87269,aspect,0
87270,antiques,0
87271,Geroge,0
87272,tellers,1
87273,Marmee,1
87274,Wergeland,0
87275,10:30,0
87276,vigilant,0
87277,adhesives,0
87278,Seekonk,1
87279,spasm,0
87280,275,0
87281,moldboard,0
87282,Limbo,0
87283,recurrently,1
87284,substantially,1
87285,unmistakably,0
87286,aspects,0
87287,comprehensive,0
87288,conciliate,0
87289,mess,1
87290,Dialogues,0
87291,chromium,0
87292,thinkin,0
87293,rye,0
87294,tamp,0
87295,tarnished,0
87296,Cossack,1
87297,corruptible,1
87298,Rheinholdt,0
87299,Secretion,0
87300,slighter,0
87301,Interstate,0
87302,symphony,0
87303,Retired,0
87304,Brooding,1
87305,dogma,0
87306,residents,0
87307,hattes,1
87308,ATP,0
87309,Blackstone,0
87310,rockbound,0
87311,1981,0
87312,concentric,0
87313,twitched,0
87314,broadest,0
87315,Sonata,0
87316,departed,0
87317,20-to-1,0
87318,Mallory's,1
87319,die,0
87320,burnt-red,0
87321,Gaulle,1
87322,Heidelberg,0
87323,objected,0
87324,beaten,0
87325,FBI,0
87326,Farm,0
87327,Mineralogy,0
87328,Nikita,0
87329,anionic,0
87330,revival,0
87331,emphatic,0
87332,hardtack-box,0
87333,$.30/mbf,0
87334,recessed,1
87335,elegantly,0
87336,spicy,0
87337,general-appeal,1
87338,Grigory,0
87339,superstructure,0
87340,sedately,0
87341,groups,0
87342,boiler,0
87343,busted,0
87344,Lucretia,0
87345,Italo,0
87346,sleeve,1
87347,detachable,0
87348,exerts,0
87349,plus-one,0
87350,seduction,0
87351,Fuhrmann,1
87352,poodle,1
87353,**yp,1
87354,rotation,0
87355,Cases,0
87356,toll,1
87357,Baylor,0
87358,mutilation,0
87359,safe-conduct,0
87360,dollarette,1
87361,elbowing,0
87362,"$1,000,000",1
87363,Cherry,1
87364,Ahead,0
87365,picture,0
87366,seek,1
87367,six,0
87368,allowance,1
87369,callable,1
87370,Writer,0
87371,Benet's,0
87372,interglacial,0
87373,imaging,0
87374,competitor,0
87375,covenant,0
87376,immodesty,1
87377,Electrostatic,0
87378,excited,0
87379,outrages,0
87380,springtime,0
87381,disseminating,1
87382,assertion,1
87383,Sentry,0
87384,Midi,0
87385,Williamson's,1
87386,bastard,0
87387,traditionalized,0
87388,over/under,0
87389,Burmese,0
87390,physicist,0
87391,Slums,0
87392,subversives,0
87393,products,0
87394,495,0
87395,troopers,1
87396,buttons,1
87397,leave,0
87398,hairshirt,0
87399,cornstarch,0
87400,unsalted,0
87401,spherules,0
87402,Colonialism,0
87403,beets,1
87404,apocryphal,0
87405,McEachern,0
87406,avaliable,0
87407,Lowell,1
87408,vibrant,0
87409,1307,0
87410,Mazowsze,0
87411,speeds,1
87412,cross-licensing,1
87413,Hale,0
87414,renewable,0
87415,Statue,0
87416,One-Leg,0
87417,hallelujahs,1
87418,recur,0
87419,misbranded,0
87420,generating,0
87421,Coombs,1
87422,meetin',1
87423,thirty-fourth,0
87424,rededicate,0
87425,pendulum,0
87426,Georgian,0
87427,smooching,1
87428,gray,0
87429,maximizing,0
87430,egg,1
87431,Lanin's,0
87432,unenvied,0
87433,miffed,1
87434,racy,0
87435,gaucherie,0
87436,swart,0
87437,schema,0
87438,urges,0
87439,inquiries,0
87440,excise,0
87441,Pascataqua,0
87442,Seaboard,0
87443,forum,0
87444,independent,0
87445,Make,0
87446,blankets,0
87447,McGeorge,0
87448,Stein,0
87449,woodcarver,1
87450,caraway,0
87451,filde,0
87452,des,0
87453,Sihanouk's,0
87454,Acceptable,1
87455,wither,0
87456,Birdwood,1
87457,printmaking,0
87458,random,0
87459,wind-and-water,0
87460,75th,0
87461,shortened,0
87462,completely,0
87463,two-weeks,1
87464,distressing,1
87465,Krakow,0
87466,aft,0
87467,imperturbable,0
87468,individual's,0
87469,demoralizing,0
87470,modality,0
87471,FOREAMI,0
87472,topics,0
87473,$5000,1
87474,Man,0
87475,displacement,0
87476,crystallite,1
87477,Gene-Princess,1
87478,busyness,1
87479,tolerance,0
87480,lulled,1
87481,accidents,1
87482,gratefully,1
87483,Nostradamus,0
87484,millionaires,1
87485,Swahili,0
87486,Preserving,0
87487,poetry,0
87488,guitarist,0
87489,tremendous,0
87490,Equity,0
87491,Wiry,0
87492,Toward,0
87493,switch,0
87494,uneasily,0
87495,turnings,0
87496,Agriculture,0
87497,breastworks,0
87498,weaponry,0
87499,Scots,0
87500,Deauville,1
87501,potential,0
87502,"8,500",1
87503,dog-pin,0
87504,tablespoon,1
87505,oath,0
87506,progressions,1
87507,starved,0
87508,unconnected,1
87509,bloodstained,1
87510,rape,0
87511,built-detergent,0
87512,unqualified,0
87513,brilliantly,1
87514,surge,0
87515,2809,0
87516,kilowatt-hours,1
87517,280-yard,0
87518,redeemed,1
87519,Pietism,0
87520,depresses,1
87521,glory,0
87522,Phelan,0
87523,video,0
87524,non-church,0
87525,Jan,0
87526,transform,0
87527,firearms,0
87528,disenfranchised,0
87529,Perception,0
87530,proximity,0
87531,chores,0
87532,forging,0
87533,soldiers',0
87534,Radic,0
87535,dries,0
87536,treasonous,0
87537,muttered,1
87538,Strait,0
87539,polarities,0
87540,5.7,0
87541,nor,0
87542,Carboloy,0
87543,immortalized,1
87544,canny,1
87545,Prokofieff's,1
87546,Ought,0
87547,decimal,0
87548,athletics,0
87549,dilated,0
87550,Hudson's,0
87551,-ing,0
87552,eccentrics,1
87553,smuggling,1
87554,best-preserved,0
87555,medium's,0
87556,Electress,1
87557,Assembly,1
87558,sauce,0
87559,elastic,0
87560,1707,0
87561,rule,0
87562,yuse,0
87563,wins,0
87564,Hoped-for,0
87565,suitable,0
87566,Evzone,0
87567,Care,0
87568,trouble,0
87569,features,0
87570,crofters,0
87571,class-biased,1
87572,3/8-inch,0
87573,Tape,0
87574,Tracks,0
87575,campers,0
87576,bodyguard,0
87577,Mid-Atlantic,0
87578,ranchers,0
87579,issued,1
87580,130-year,0
87581,transporting,0
87582,87,0
87583,Podgers,0
87584,jacketed,0
87585,syllable,1
87586,gardener,0
87587,weak,0
87588,expressionism,1
87589,Wright's,0
87590,Harrity,1
87591,diagrams,0
87592,Troup,0
87593,ante,0
87594,Run,0
87595,Dalloway,1
87596,vexed,0
87597,1755,1
87598,sheet,1
87599,unself-conscious,0
87600,Students',0
87601,Gen.,0
87602,exhumations,0
87603,Populaire,0
87604,chive,0
87605,$18.9,0
87606,Qui,0
87607,Curiously,0
87608,Trujillo's,1
87609,pp.,1
87610,Trichieri,0
87611,Vergessen,1
87612,spectacle,0
87613,inadvertence,0
87614,Hamlet,0
87615,disapproval,1
87616,Elisabeth,0
87617,Internal,0
87618,freckled,0
87619,interlocutor,0
87620,Nonspecific,0
87621,eventfully,1
87622,inspector,0
87623,knots,0
87624,prowess,1
87625,SP-44007,1
87626,oddities,1
87627,Time's,0
87628,electrically,1
87629,papal,0
87630,ridge,0
87631,displacing,0
87632,foolproof,1
87633,discretion,0
87634,distributors,0
87635,pure,0
87636,interlobular,0
87637,riddance,1
87638,freshness,1
87639,Registered,0
87640,Dorsey,0
87641,priest,0
87642,1.2,0
87643,reaffirmed,1
87644,sharpshooters,1
87645,titanic,0
87646,Apple,1
87647,betrayed,0
87648,prostitution,0
87649,indefatigable,0
87650,Vickers,0
87651,Diron,0
87652,faulted,0
87653,uniformly,0
87654,thigh,0
87655,Systemic,0
87656,Miles,0
87657,Temporary,0
87658,aerial,0
87659,scramble,0
87660,doctor,0
87661,Gunfire,0
87662,"$2,412,616",0
87663,socialist,0
87664,marksmanship,0
87665,"18,792",0
87666,Strasny,0
87667,Azusa,0
87668,openings,0
87669,State,0
87670,talk-aboutiveness,1
87671,Bea,0
87672,during,0
87673,Valois,0
87674,Traxel,0
87675,a-la-Aristotle,0
87676,canonized,0
87677,imbroglio,0
87678,Littau,1
87679,poncho,0
87680,venerable,0
87681,funniest,1
87682,prefixes,0
87683,format,0
87684,pas,0
87685,skin,0
87686,trampled,0
87687,Improves,0
87688,volatilization,0
87689,Gabler,0
87690,10-year,0
87691,Pont,0
87692,looting,1
87693,fluxes,0
87694,merger,0
87695,latter,1
87696,brutalities,0
87697,driveway,0
87698,continental,0
87699,clog,0
87700,good-night,1
87701,hamlet,0
87702,Laurie,0
87703,across,1
87704,hotel-motel,0
87705,B.C.,0
87706,dispensed,0
87707,antiquity,0
87708,stiff,1
87709,establishes,0
87710,accessions,1
87711,250,0
87712,pinafores,0
87713,did,0
87714,birthright,0
87715,Westchester,0
87716,Pfaff,1
87717,directing,0
87718,micrometers,0
87719,3-10,0
87720,workers',0
87721,revolving,0
87722,architectural,0
87723,Timon,0
87724,diatomic,0
87725,hemorrhoids,1
87726,sequestration,0
87727,rested,0
87728,first-run,0
87729,upholstered,0
87730,rioting,0
87731,unwed,0
87732,Icelandic-speaking,0
87733,unphysical,0
87734,Kerosene,0
87735,spinnability,1
87736,Tawney,0
87737,assailed,1
87738,philosophizing,0
87739,Ballestre,1
87740,undecorated,0
87741,Myers,0
87742,Protestant,0
87743,Vienot,0
87744,"1,286",0
87745,Domitian's,0
87746,unauthorized,0
87747,placeless,1
87748,symbolic-sounding,0
87749,Helva,0
87750,drips,0
87751,veritable,0
87752,multi-state,0
87753,cascades,0
87754,clamps,0
87755,bulldoze,1
87756,Merleau-Ponty,0
87757,spectral,0
87758,elapsed,0
87759,Ransom,0
87760,"430,000",1
87761,Simultaneous,0
87762,handles,0
87763,Aristotle's,0
87764,Geology,0
87765,humiliatingly,0
87766,Institut,0
87767,polyphosphates,0
87768,Raymond,0
87769,uselessness,1
87770,humble,0
87771,unworkable,0
87772,ministering,0
87773,forklift,0
87774,gullibility,1
87775,underwriter,0
87776,miasmal,0
87777,suffered,1
87778,pedigree,1
87779,Bert,0
87780,perilla,1
87781,location-minded,0
87782,hens,0
87783,buzzes,1
87784,disobedient,0
87785,self-effacing,1
87786,brown-black,0
87787,cutlass,1
87788,contributing,0
87789,Bo,0
87790,cometary,0
87791,substance,0
87792,playbacks,0
87793,Bunyan,0
87794,fumbled,0
87795,sickroom,1
87796,fast-grossing,1
87797,bullies,1
87798,conversations,0
87799,presidential,0
87800,ugliness,1
87801,Baku,0
87802,privileges,0
87803,cherry-flavored,1
87804,inlaid,0
87805,dose,0
87806,sausages,0
87807,Rowswell,1
87808,intriguingly,0
87809,delivers,0
87810,Katherine,0
87811,eternal,0
87812,Between,1
87813,pre-assault,1
87814,dishonored,0
87815,succeeding,1
87816,tonight,0
87817,acceded,1
87818,brilliant,1
87819,tease,0
87820,Commissioner's,1
87821,error,1
87822,superb,0
87823,demeanor,0
87824,strives,0
87825,"12,500",1
87826,searchings,0
87827,putout,0
87828,illuminating,1
87829,playground,0
87830,temper,0
87831,greenware,1
87832,trenchant,0
87833,advertisement,0
87834,exhortations,0
87835,trusting,0
87836,Hartman,0
87837,typify,0
87838,convict,0
87839,fractious,0
87840,leapt,0
87841,alert,0
87842,overshoes,0
87843,cliches,0
87844,Theological,0
87845,Latinovich,0
87846,cross-fertilization,1
87847,prohibit,0
87848,partition,0
87849,Sea's,0
87850,memory-images,0
87851,Jerry,1
87852,4.2,0
87853,Tune,0
87854,Islamic,0
87855,Negligence,0
87856,blueberries,1
87857,gangland,0
87858,astronomer,0
87859,acrobats,0
87860,whole-word,0
87861,manipulations,0
87862,storyline,0
87863,Campbell,1
87864,5th,0
87865,extremely,0
87866,light-headed,0
87867,talk,0
87868,injured,0
87869,continues,0
87870,Hultberg,0
87871,despot,0
87872,loaded,0
87873,procrastination,0
87874,hastened,0
87875,numenous,0
87876,tomato,0
87877,Corp,0
87878,molars,0
87879,garde,0
87880,Poetry's,0
87881,wholly,1
87882,grounded,0
87883,recollections,1
87884,Wicked,0
87885,lumped,0
87886,copywriter,0
87887,Lousiness,1
87888,avoiding,0
87889,hardly,0
87890,cetera,0
87891,flattered,1
87892,dignify,0
87893,organize,0
87894,Potowomut,0
87895,Clearwater,0
87896,Boisbriant,0
87897,Valerie,0
87898,Whereas,0
87899,Seven,0
87900,adamant,0
87901,uncles,0
87902,Kombo,0
87903,cold-blooded,1
87904,Ares,0
87905,Wellman,1
87906,Calves,0
87907,Tempter,0
87908,libertarians,0
87909,restored,0
87910,rental,0
87911,Pasadena's,0
87912,biologists,0
87913,Searles,0
87914,modestly,0
87915,paratroopers,1
87916,hypocritical,0
87917,great-nieces,0
87918,contingency,0
87919,2:67,0
87920,preservation,0
87921,What's,0
87922,Basil,0
87923,long-view,0
87924,Celebration,0
87925,Butter,1
87926,thematic,0
87927,Fosdick,0
87928,iridium,0
87929,Hemenway's,0
87930,cardamom,0
87931,preside,0
87932,jets,0
87933,Missile,1
87934,afferent,1
87935,screen,1
87936,gallonage,1
87937,chairing,0
87938,summer's,1
87939,ambling,0
87940,healing,0
87941,urban-fringe,0
87942,Field,0
87943,eulogize,0
87944,Ferrell,1
87945,Travels,0
87946,perishable,0
87947,Ohio,0
87948,Farming,0
87949,Footnotes,1
87950,radiomen,0
87951,Machinists,0
87952,ladder,1
87953,artfulness,1
87954,capricious,0
87955,metal-hydrido,0
87956,suspended,0
87957,complex,0
87958,velociter,0
87959,orthophosphates,0
87960,Criticism,0
87961,loosens,1
87962,Hobart,0
87963,queerer,1
87964,amines,0
87965,Day's,0
87966,welcomed,0
87967,Township,0
87968,pianism,0
87969,dialyzed,0
87970,"$590,000",1
87971,perfusion,0
87972,Rican,0
87973,ballards,1
87974,magenta,0
87975,axes,0
87976,countriman,0
87977,self-betrayal,0
87978,Swadesh's,0
87979,blacked,0
87980,Interpretation,0
87981,6-1/2,0
87982,willy,1
87983,oz.,0
87984,photographically,1
87985,Parish,0
87986,1954,0
87987,budget-making,0
87988,Adventures,0
87989,theory,0
87990,axioms,0
87991,stipulation,0
87992,uninjectable,0
87993,burgeoning,0
87994,gentleness,1
87995,kernel,0
87996,Lotte,1
87997,teaches,0
87998,2/4,0
87999,maze,0
88000,sugared,0
88001,memo,0
88002,Non,0
88003,Cardiovasculatory,0
88004,subdivision,0
88005,Dow,0
88006,inspiring,0
88007,long-run,0
88008,Tell,1
88009,nolens,0
88010,prevision,0
88011,headache,0
88012,experimenting,0
88013,superceded,0
88014,censuses,0
88015,Soviets',0
88016,penniless,1
88017,stratified,0
88018,anti-Communist,1
88019,verstrichen,0
88020,R-stage,0
88021,Anabaptist,0
88022,grappling,1
88023,Liston,0
88024,exhibit,0
88025,resuspended,0
88026,kitten,1
88027,advancements,0
88028,Ritchie,0
88029,aspirin,0
88030,binuclear,0
88031,Set,0
88032,ship,0
88033,Reader's,0
88034,PTA,0
88035,Builder,0
88036,constraining,0
88037,Image,0
88038,speeding,1
88039,D.W.,0
88040,Ass'n,1
88041,Graduates,0
88042,anytime,0
88043,reinforcement,0
88044,Finding,0
88045,beans,0
88046,Malta,0
88047,knife-men,0
88048,spoiled,0
88049,SRESERVE,0
88050,detective,0
88051,tensile,0
88052,Salle,1
88053,Measurements,0
88054,pretend,0
88055,blushing,0
88056,bulkheads,0
88057,Highness,1
88058,Playground,0
88059,genetic,0
88060,Meurons,0
88061,Calenda,0
88062,Pretend,0
88063,irrationality,1
88064,varityping,0
88065,washbasin,0
88066,Hal's,0
88067,Camp,0
88068,convalescence,0
88069,participation,0
88070,perfectionism,0
88071,debated,0
88072,stances,0
88073,glamorous,0
88074,Life,0
88075,chronicled,0
88076,antiredeposition,0
88077,Ulyate,0
88078,silhouetted,1
88079,assent,1
88080,McCullers,1
88081,uptown,0
88082,regularity,0
88083,ipso,0
88084,32-degrees-F,1
88085,gearing,0
88086,ownership,0
88087,directive,0
88088,Gurion,0
88089,cocoon,1
88090,Elinor,0
88091,covetousness,1
88092,republics,0
88093,resign,0
88094,axis,0
88095,sluggishly,1
88096,unlocked,0
88097,esprit,0
88098,Damascus,0
88099,Murrow,1
88100,1936,0
88101,sucking,0
88102,3.5,0
88103,despite,0
88104,won't,0
88105,develop,0
88106,Naples,0
88107,half-brother,0
88108,dock,0
88109,compensated,0
88110,37,0
88111,exponential,0
88112,reasserting,1
88113,interpret,0
88114,Selden,0
88115,frowningly,0
88116,Erik,0
88117,Cluck,0
88118,threatened,0
88119,categorize,0
88120,loudspeaker,0
88121,illegitimacy,1
88122,prod,0
88123,share,0
88124,adieu,0
88125,belching,0
88126,clamor,0
88127,Pen,0
88128,Schrunk,0
88129,honeybee,1
88130,14-term,0
88131,briefcase,0
88132,"$7,082",0
88133,watches,0
88134,greatest,0
88135,reelected,1
88136,aspirants,0
88137,hangman,0
88138,bracket,0
88139,terrace,1
88140,airlines,0
88141,artist,0
88142,reservoir,0
88143,Elements,0
88144,recapitulation,0
88145,composer,0
88146,winds,0
88147,enforceable,0
88148,snivelings,0
88149,Porgy,0
88150,particle,0
88151,fete,0
88152,evolutionists,0
88153,haughty,0
88154,Dyer,0
88155,clean-shaven,0
88156,desperate,0
88157,coldly,0
88158,aloof,1
88159,crickets,0
88160,swivels,0
88161,Hemingway's,0
88162,employ,0
88163,Buttrick,1
88164,move,0
88165,impressed,1
88166,Madeleine,0
88167,unbreakable,0
88168,files,0
88169,wound,0
88170,overland,0
88171,chattels,1
88172,moderns,0
88173,syndication,0
88174,Faulkner's,0
88175,Daughter,0
88176,Mommor,1
88177,abstractive,0
88178,$3.50,0
88179,Lovers,0
88180,shape,0
88181,extracted,0
88182,determinate,0
88183,simulate,0
88184,1870,0
88185,stimulations,0
88186,Indirect,0
88187,"4,585",0
88188,importantly,0
88189,Lindskog,0
88190,mosque,0
88191,marts,0
88192,Baubles,0
88193,50-inch,0
88194,boils,0
88195,agents,0
88196,false,0
88197,captivity,0
88198,downcast,0
88199,policeman-murderer,0
88200,1970s,0
88201,mentor,0
88202,unluckily,0
88203,carrying,1
88204,silly,1
88205,rationality,0
88206,bevor,0
88207,capsule,0
88208,conveniences,0
88209,rep'tation,0
88210,novelized,0
88211,eaten,0
88212,existential,0
88213,Classical,1
88214,sicker,0
88215,socially-oriented,1
88216,skepticism,0
88217,water's,0
88218,Anglo-Protestant,0
88219,Deerstalker,1
88220,Daley,0
88221,alternated,0
88222,6a,0
88223,tranquility,0
88224,8-oz.,0
88225,hover,0
88226,direct,0
88227,relieving,0
88228,writers',0
88229,Kremlin's,0
88230,unabridged,0
88231,term-end,0
88232,sip,0
88233,messieurs,1
88234,all-Negro,1
88235,10:45,0
88236,shunts,0
88237,Tackle,0
88238,Katie,0
88239,beginner,1
88240,mum,0
88241,Kupcinet,0
88242,enhanced,0
88243,Taught,0
88244,nation,0
88245,cozier,0
88246,anachronism,0
88247,Resolved,0
88248,"12,000",1
88249,justness,1
88250,inversion,0
88251,20-megaton,0
88252,Voiture,0
88253,untrained,0
88254,Rockies,0
88255,Visitors,0
88256,L'Astree,1
88257,interactions,0
88258,Abdallah,1
88259,lavish,0
88260,blockading,0
88261,finite,0
88262,killed,1
88263,remorseless,1
88264,accompany,1
88265,wagging,1
88266,junior-senior,0
88267,heliocentric,0
88268,Rock,0
88269,southernisms,0
88270,Sentiments,0
88271,wing,0
88272,Oersted's,0
88273,sentinels,0
88274,pimplike,0
88275,27%,0
88276,wrapping,1
88277,interrupt,1
88278,"$200,000-a-year",1
88279,Emerging,0
88280,shrewd,0
88281,deterrence,1
88282,pedestrians,0
88283,slim,0
88284,revolved,0
88285,Franny,1
88286,T-34,0
88287,Beech,1
88288,warm-toned,0
88289,physiological,0
88290,pidgin,0
88291,SBA,0
88292,vulnerable,0
88293,1884,1
88294,showman,0
88295,allied,1
88296,Irish,0
88297,Feis,0
88298,they'd,0
88299,spatial,0
88300,sugar,0
88301,novelist's,0
88302,dieters,0
88303,shock,0
88304,16-22,1
88305,Szold,0
88306,Expenditure,0
88307,tropical,0
88308,Slackened,0
88309,tollgate,1
88310,consistence,0
88311,unattached,1
88312,Celie's,0
88313,Nepal,0
88314,skidding,1
88315,frangipani,0
88316,facilitated,0
88317,leguminous,0
88318,arrived,1
88319,militarism,0
88320,whiskers,0
88321,remotest,0
88322,Financial,0
88323,reprovingly,0
88324,distaste,0
88325,corpuscular,0
88326,consign,0
88327,pleaded,0
88328,Speedup,1
88329,incompatible,0
88330,mansions,0
88331,unify,0
88332,peptides,0
88333,reflectors,0
88334,loans,0
88335,Foot,1
88336,Paree,1
88337,whereabouts,0
88338,commended,1
88339,staid,0
88340,Tailin',0
88341,Unconscionable,0
88342,Mountains,0
88343,sonnets,1
88344,substantive,0
88345,Schwartz,0
88346,Keo,0
88347,85-degrees,1
88348,selfishness,1
88349,as,0
88350,Discourse,0
88351,trips,0
88352,recommendations,1
88353,insubordination,0
88354,acceptance,1
88355,Construct,0
88356,self-sacrificing,0
88357,Bridget,0
88358,initial,0
88359,varies,0
88360,enmities,0
88361,Boaz,0
88362,babies,0
88363,Leroy,0
88364,fallen,1
88365,greensward,1
88366,batterie,1
88367,surprise,0
88368,State-Local,0
88369,kinesthetically,1
88370,1730,0
88371,Hickok,0
88372,1625,0
88373,persuasively,0
88374,sashayed,0
88375,'50's,0
88376,Midwood,1
88377,hoc,0
88378,parody,0
88379,Tech.,0
88380,compressing,1
88381,collectible,1
88382,Harrison,1
88383,tripping,1
88384,healthful,0
88385,batters,1
88386,Actions,0
88387,piddling,1
88388,Converts,0
88389,duct,0
88390,3-by-6-ft.,0
88391,larger,0
88392,attendance,1
88393,revelling,1
88394,Soon,1
88395,shares,0
88396,submerging,0
88397,Chicago,0
88398,rentals,0
88399,rocket,0
88400,Appropriately,1
88401,pier,0
88402,They'd,0
88403,Delaware,0
88404,Favorites,0
88405,quintet,0
88406,Patmore,0
88407,Emcee,1
88408,denomination's,0
88409,Brewers,0
88410,technically,1
88411,yelp,0
88412,Monroe,0
88413,true-false,0
88414,printer's,0
88415,compensations,0
88416,Scotch-Irish-Scandinavian,0
88417,bays,0
88418,Gogol's,0
88419,Masu,0
88420,inseparable,0
88421,1964,0
88422,Giuseppe,1
88423,Wharf,0
88424,ensue,0
88425,"2,963",0
88426,windmill,1
88427,malaise,0
88428,disbursements,0
88429,Ligne,0
88430,sickness,1
88431,solipsism,0
88432,physiognomy,0
88433,Greek,1
88434,mid-1950's,0
88435,abhorrent,1
88436,contributions,0
88437,areas,0
88438,Buchanan,0
88439,poorly,1
88440,Prize,0
88441,Opera,0
88442,insufficiently,1
88443,oud,0
88444,Cir.,0
88445,Johann,1
88446,lace,0
88447,Afrique,0
88448,Meister,0
88449,consanguineous,0
88450,Weston,0
88451,yet,0
88452,Guild,0
88453,Viet,0
88454,conducts,0
88455,patron,0
88456,Smythe,0
88457,catkin,0
88458,abstracting,0
88459,discusses,1
88460,steel-edged,1
88461,neuritis,0
88462,Tuberculosis,0
88463,cremated,0
88464,vernacular,0
88465,compensates,0
